keyword,eos_count,eos_rate_pct,non_eos_count,non_eos_rate_pct,total_count,eos_specificity
vdd1v,1,0.028,8,0.077,9,-0.049
aodl,1,0.028,8,0.077,9,-0.049
s6j32lelsmsc20000,3,0.085,6,0.058,9,0.027000000000000003
cy96f6a6rbpmc,2,0.056,7,0.068,9,-0.012000000000000004
burnt,8,0.225,1,0.01,9,0.215
messages,5,0.141,4,0.039,9,0.10199999999999998
lockstep comparator,0,0.0,9,0.087,9,-0.087
cover,0,0.0,9,0.087,9,-0.087
pin31,3,0.085,6,0.058,9,0.027000000000000003
test failed,1,0.028,8,0.077,9,-0.049
function abnormal,1,0.028,8,0.077,9,-0.049
denso korea,2,0.056,7,0.068,9,-0.012000000000000004
kusatsu,0,0.0,9,0.087,9,-0.087
sqp,1,0.028,8,0.077,9,-0.049
support,0,0.0,9,0.087,9,-0.087
wave,1,0.028,8,0.077,9,-0.049
hosiden,2,0.056,7,0.068,9,-0.012000000000000004
cannot connect,0,0.0,9,0.087,9,-0.087
jkere1,0,0.0,9,0.087,9,-0.087
marelli s6j32lelsmsc20000,3,0.085,6,0.058,9,0.027000000000000003
p32,5,0.141,4,0.039,9,0.10199999999999998
a2c0031,1,0.028,8,0.077,9,-0.049
omron kusatsu,0,0.0,9,0.087,9,-0.087
erased,2,0.056,7,0.068,9,-0.012000000000000004
mb8aa4521wqn,0,0.0,9,0.087,9,-0.087
stop,0,0.0,9,0.087,9,-0.087
sw33v,5,0.141,4,0.039,9,0.10199999999999998
che,6,0.169,3,0.029,9,0.14
italy sqp,1,0.028,8,0.077,9,-0.049
customer ate,7,0.197,2,0.019,9,0.17800000000000002
s6j328,1,0.028,8,0.077,9,-0.049
infortaiment touch,5,0.141,4,0.039,9,0.10199999999999998
corporation cy8ctma616aa,2,0.056,7,0.068,9,-0.012000000000000004
attenuator,0,0.0,9,0.087,9,-0.087
touchscreen,4,0.113,5,0.048,9,0.065
pin68,3,0.085,6,0.058,9,0.027000000000000003
area,0,0.0,9,0.087,9,-0.087
ais,1,0.028,8,0.077,9,-0.049
marelli italy,1,0.028,8,0.077,9,-0.049
italy,1,0.028,8,0.077,9,-0.049
reports,0,0.0,9,0.087,9,-0.087
pin discolor,0,0.0,9,0.087,9,-0.087
tray,0,0.0,9,0.087,9,-0.087
written,3,0.085,6,0.058,9,0.027000000000000003
analysis requested,2,0.056,7,0.068,9,-0.012000000000000004
readout,0,0.0,9,0.087,9,-0.087
skoda,0,0.0,9,0.087,9,-0.087
comparator,0,0.0,9,0.087,9,-0.087
flash erase,2,0.056,7,0.068,9,-0.012000000000000004
sw5v sw33v,5,0.141,4,0.039,9,0.10199999999999998
mb91f594bspmc,2,0.056,7,0.068,9,-0.012000000000000004
event,1,0.028,8,0.077,9,-0.049
pin134,2,0.056,7,0.068,9,-0.012000000000000004
current out,1,0.028,8,0.077,9,-0.049
adc function,1,0.028,8,0.077,9,-0.049
siix,5,0.141,4,0.039,9,0.10199999999999998
ntf,0,0.0,9,0.087,9,-0.087
s6j329clspsc20000 need,5,0.141,3,0.029,8,0.11199999999999999
feldausfall intalliance,8,0.225,0,0.0,8,0.225
write flash,5,0.141,3,0.029,8,0.11199999999999999
mb3841pf,7,0.197,1,0.01,8,0.187
abnormally,3,0.085,5,0.048,8,0.037000000000000005
desay,1,0.028,7,0.068,8,-0.04000000000000001
alm9,0,0.0,8,0.077,8,-0.077
pin85,3,0.085,5,0.048,8,0.037000000000000005
normally,1,0.028,7,0.068,8,-0.04000000000000001
sn1,5,0.141,3,0.029,8,0.11199999999999999
pin resistance,8,0.225,0,0.0,8,0.225
signal pin,0,0.0,8,0.077,8,-0.077
towada,0,0.0,8,0.077,8,-0.077
sony,1,0.028,7,0.068,8,-0.04000000000000001
cover tape,0,0.0,8,0.077,8,-0.077
nfbii cluster,0,0.0,8,0.077,8,-0.077
mb94f601apmc1,0,0.0,8,0.077,8,-0.077
line failures,2,0.056,6,0.058,8,-0.0020000000000000018
reference,0,0.0,8,0.077,8,-0.077
circuit test,3,0.085,5,0.048,8,0.037000000000000005
qfn,1,0.028,7,0.068,8,-0.04000000000000001
cy94f601apmc1,0,0.0,8,0.077,8,-0.077
others,5,0.141,3,0.029,8,0.11199999999999999
input short,5,0.141,3,0.029,8,0.11199999999999999
terminals,3,0.085,5,0.048,8,0.037000000000000005
cy96f346rscpmc,1,0.028,7,0.068,8,-0.04000000000000001
further,1,0.028,7,0.068,8,-0.04000000000000001
emem,0,0.0,8,0.077,8,-0.077
coagent,0,0.0,8,0.077,8,-0.077
rma,1,0.028,7,0.068,8,-0.04000000000000001
widerstand von,0,0.0,8,0.077,8,-0.077
single bit,0,0.0,8,0.077,8,-0.077
cp8917att,3,0.085,5,0.048,8,0.037000000000000005
circui,4,0.113,4,0.039,8,0.07400000000000001
cy8c4125pvs,1,0.028,7,0.068,8,-0.04000000000000001
cycle,0,0.0,8,0.077,8,-0.077
cy8c4124,0,0.0,8,0.077,8,-0.077
an11,6,0.169,2,0.019,8,0.15000000000000002
pin7,3,0.085,5,0.048,8,0.037000000000000005
cy96f613abpmc,4,0.113,4,0.039,8,0.07400000000000001
pin50,4,0.113,4,0.039,8,0.07400000000000001
etc,1,0.028,7,0.068,8,-0.04000000000000001
current high,1,0.028,7,0.068,8,-0.04000000000000001
electrical defect,3,0.085,5,0.048,8,0.037000000000000005
terminal,2,0.056,6,0.058,8,-0.0020000000000000018
daimler cy8c4124,0,0.0,8,0.077,8,-0.077
sgm,3,0.085,5,0.048,8,0.037000000000000005
mb90f039dbspmc,3,0.085,5,0.048,8,0.037000000000000005
didn,6,0.169,2,0.019,8,0.15000000000000002
reset failure,0,0.0,8,0.077,8,-0.077
hannover,8,0.225,0,0.0,8,0.225
tcu,2,0.056,6,0.058,8,-0.0020000000000000018
conti nfbii,0,0.0,8,0.077,8,-0.077
mb90f039ybs,3,0.085,5,0.048,8,0.037000000000000005
preh ref,2,0.056,6,0.058,8,-0.0020000000000000018
s6bp502,3,0.085,5,0.048,8,0.037000000000000005
multi,0,0.0,8,0.077,8,-0.077
ram abnormal,0,0.0,8,0.077,8,-0.077
technical,1,0.028,7,0.068,8,-0.04000000000000001
mcu cannot,1,0.028,7,0.068,8,-0.04000000000000001
core1,0,0.0,8,0.077,8,-0.077
n19,3,0.085,5,0.048,8,0.037000000000000005
programming proces,0,0.0,8,0.077,8,-0.077
pin33,3,0.085,5,0.048,8,0.037000000000000005
camera,2,0.056,6,0.058,8,-0.0020000000000000018
germany daimler,0,0.0,8,0.077,8,-0.077
safe,0,0.0,8,0.077,8,-0.077
programming failed,0,0.0,8,0.077,8,-0.077
mcu failure,4,0.113,4,0.039,8,0.07400000000000001
vss abnormal,6,0.169,2,0.019,8,0.15000000000000002
stopped,0,0.0,8,0.077,8,-0.077
tms,6,0.169,2,0.019,8,0.15000000000000002
wden,0,0.0,8,0.077,8,-0.077
circuits,1,0.028,7,0.068,8,-0.04000000000000001
cluster microcontroller,0,0.0,8,0.077,8,-0.077
shifter,2,0.056,6,0.058,8,-0.0020000000000000018
panasonic automotive,1,0.028,7,0.068,8,-0.04000000000000001
app,5,0.141,3,0.029,8,0.11199999999999999
gain,0,0.0,8,0.077,8,-0.077
comparator error,0,0.0,8,0.077,8,-0.077
function nok,0,0.0,8,0.077,8,-0.077
autron autron,4,0.113,4,0.039,8,0.07400000000000001
cloudlight,2,0.056,6,0.058,8,-0.0020000000000000018
maker,7,0.197,1,0.01,8,0.187
tc387,5,0.141,3,0.029,8,0.11199999999999999
external,0,0.0,8,0.077,8,-0.077
update,1,0.028,7,0.068,8,-0.04000000000000001
vdd1v3,3,0.085,5,0.048,8,0.037000000000000005
sind verbrannt,8,0.225,0,0.0,8,0.225
jinan,4,0.113,4,0.039,8,0.07400000000000001
w20 short,7,0.197,1,0.01,8,0.187
ground short,7,0.197,1,0.01,8,0.187
programmer,1,0.028,7,0.068,8,-0.04000000000000001
keine,2,0.056,6,0.058,8,-0.0020000000000000018
occurred,3,0.085,5,0.048,8,0.037000000000000005
mb90f349caspfv,8,0.225,0,0.0,8,0.225
static,1,0.028,7,0.068,8,-0.04000000000000001
monitoring,2,0.056,6,0.058,8,-0.0020000000000000018
pcs s6bp502,3,0.085,5,0.048,8,0.037000000000000005
towada audio,0,0.0,8,0.077,8,-0.077
active,1,0.028,7,0.068,8,-0.04000000000000001
under,0,0.0,8,0.077,8,-0.077
swap,1,0.028,7,0.068,8,-0.04000000000000001
pcs1,2,0.056,6,0.058,8,-0.0020000000000000018
hardware error,0,0.0,8,0.077,8,-0.077
current abnormal,2,0.056,6,0.058,8,-0.0020000000000000018
ipc,4,0.113,4,0.039,8,0.07400000000000001
mcu short,7,0.197,1,0.01,8,0.187
s455 need,1,0.028,7,0.068,8,-0.04000000000000001
cp10059at,0,0.0,8,0.077,8,-0.077
t1xx,1,0.028,7,0.068,8,-0.04000000000000001
gsak7e2,7,0.197,1,0.01,8,0.187
canon,7,0.197,1,0.01,8,0.187
faurecia clarion,3,0.085,5,0.048,8,0.037000000000000005
dgnd low,8,0.225,0,0.0,8,0.225
sind,8,0.225,0,0.0,8,0.225
borgwarner germany,0,0.0,8,0.077,8,-0.077
pll,0,0.0,8,0.077,8,-0.077
information,2,0.056,6,0.058,8,-0.0020000000000000018
power input,5,0.141,3,0.029,8,0.11199999999999999
visteon cy8c4147azs,1,0.028,7,0.068,8,-0.04000000000000001
nfbii,0,0.0,8,0.077,8,-0.077
between vext,8,0.225,0,0.0,8,0.225
wetting,0,0.0,8,0.077,8,-0.077
a19,7,0.197,1,0.01,8,0.187
widerstand,0,0.0,8,0.077,8,-0.077
long,0,0.0,8,0.077,8,-0.077
subaru,0,0.0,8,0.077,8,-0.077
used s6j32heltnsc20000,1,0.028,7,0.068,8,-0.04000000000000001
clarion cp8636at,0,0.0,8,0.077,8,-0.077
instrument,3,0.085,5,0.048,8,0.037000000000000005
hitachi,2,0.056,6,0.058,8,-0.0020000000000000018
packaging,0,0.0,8,0.077,8,-0.077
power down,2,0.056,6,0.058,8,-0.0020000000000000018
mbist,0,0.0,8,0.077,8,-0.077
lighting,2,0.056,6,0.058,8,-0.0020000000000000018
mb91f526khepmc,0,0.0,8,0.077,8,-0.077
microcontroller issu,0,0.0,8,0.077,8,-0.077
s6bp502 failed,3,0.085,5,0.048,8,0.037000000000000005
microprocessor,0,0.0,8,0.077,8,-0.077
never goes,0,0.0,8,0.077,8,-0.077
cloudlight reported,2,0.056,6,0.058,8,-0.0020000000000000018
bandgap failed,0,0.0,8,0.077,8,-0.077
s455,1,0.028,7,0.068,8,-0.04000000000000001
impendance,8,0.225,0,0.0,8,0.225
frequency,0,0.0,8,0.077,8,-0.077
cp8636at,0,0.0,8,0.077,8,-0.077
rif,0,0.0,8,0.077,8,-0.077
visteon s6j329clspsc20000,5,0.141,3,0.029,8,0.11199999999999999
scl,3,0.085,5,0.048,8,0.037000000000000005
clarion reported,3,0.085,5,0.048,8,0.037000000000000005
bending,0,0.0,8,0.077,8,-0.077
vibration,4,0.113,4,0.039,8,0.07400000000000001
cy96f625rbpmc,3,0.085,5,0.048,8,0.037000000000000005
mb96f685rbpmc,0,0.0,8,0.077,8,-0.077
caused,0,0.0,8,0.077,8,-0.077
field retur,5,0.141,3,0.029,8,0.11199999999999999
abweichend,0,0.0,8,0.077,8,-0.077
concern,0,0.0,8,0.077,8,-0.077
lcd output,0,0.0,8,0.077,8,-0.077
contact error,0,0.0,8,0.077,8,-0.077
inverter,1,0.028,7,0.068,8,-0.04000000000000001
requires,1,0.028,7,0.068,8,-0.04000000000000001
continental jinan,4,0.113,4,0.039,8,0.07400000000000001
fail between,3,0.085,4,0.039,7,0.046000000000000006
group,0,0.0,7,0.068,7,-0.068
mb90f394hpmt,0,0.0,7,0.068,7,-0.068
flash problem,3,0.085,4,0.039,7,0.046000000000000006
cy8c21512,0,0.0,7,0.068,7,-0.068
cy96f6,3,0.085,4,0.039,7,0.046000000000000006
c4b t1xx,0,0.0,7,0.068,7,-0.068
abnormal current,2,0.056,5,0.048,7,0.008
error pin,0,0.0,7,0.068,7,-0.068
put,2,0.056,5,0.048,7,0.008
failed during,2,0.056,5,0.048,7,0.008
shang hai,5,0.141,2,0.019,7,0.12199999999999998
valeo japan,0,0.0,7,0.068,7,-0.068
mb91f725rdpmc,0,0.0,7,0.068,7,-0.068
discolored,0,0.0,7,0.068,7,-0.068
more,5,0.141,2,0.019,7,0.12199999999999998
mpu sleep,0,0.0,7,0.068,7,-0.068
false,1,0.028,6,0.058,7,-0.030000000000000002
pin99,2,0.056,5,0.048,7,0.008
mb96f646,4,0.113,3,0.029,7,0.084
industrial,2,0.056,5,0.048,7,0.008
while,1,0.028,6,0.058,7,-0.030000000000000002
write data,0,0.0,7,0.068,7,-0.068
pin101,6,0.169,1,0.01,7,0.159
geely infortaiment,5,0.141,2,0.019,7,0.12199999999999998
mcu_bandgap_error,0,0.0,7,0.068,7,-0.068
limit,1,0.028,6,0.058,7,-0.030000000000000002
other,2,0.056,5,0.048,7,0.008
tolerance,0,0.0,7,0.068,7,-0.068
t10,0,0.0,7,0.068,7,-0.068
s432,1,0.028,6,0.058,7,-0.030000000000000002
deepsleep current,0,0.0,7,0.068,7,-0.068
lst,0,0.0,7,0.068,7,-0.068
debugger,1,0.028,6,0.058,7,-0.030000000000000002
bnde,0,0.0,7,0.068,7,-0.068
when power,7,0.197,0,0.0,7,0.197
mb91f523bsdpmc1,0,0.0,7,0.068,7,-0.068
raw,4,0.113,3,0.029,7,0.084
industrial devices,2,0.056,5,0.048,7,0.008
won,2,0.056,5,0.048,7,0.008
mb96f637rbpmc,5,0.141,2,0.019,7,0.12199999999999998
sporadic resets,0,0.0,7,0.068,7,-0.068
pin32,3,0.085,4,0.039,7,0.046000000000000006
overvoltage,3,0.085,4,0.039,7,0.046000000000000006
pais,1,0.028,6,0.058,7,-0.030000000000000002
marelli cy96f6a6rbpmc,2,0.056,5,0.048,7,0.008
receive,2,0.056,5,0.048,7,0.008
good day,0,0.0,7,0.068,7,-0.068
attenuator error,0,0.0,7,0.068,7,-0.068
heating,2,0.056,5,0.048,7,0.008
bottom,0,0.0,7,0.068,7,-0.068
prod,1,0.028,6,0.058,7,-0.030000000000000002
indicator,1,0.028,6,0.058,7,-0.030000000000000002
vddp reset,0,0.0,7,0.068,7,-0.068
invalid,0,0.0,7,0.068,7,-0.068
cy91f577bhspmc,3,0.085,4,0.039,7,0.046000000000000006
cyt2,1,0.028,6,0.058,7,-0.030000000000000002
chip cannot,0,0.0,7,0.068,7,-0.068
ana,5,0.141,2,0.019,7,0.12199999999999998
mb96f696rbpmc,6,0.169,1,0.01,7,0.159
auo,5,0.141,2,0.019,7,0.12199999999999998
adc value,0,0.0,7,0.068,7,-0.068
abnormal display,4,0.113,3,0.029,7,0.084
cy91f579chspmc1,1,0.028,6,0.058,7,-0.030000000000000002
contrller failu,5,0.141,2,0.019,7,0.12199999999999998
nvm,2,0.056,5,0.048,7,0.008
short suspected,6,0.169,1,0.01,7,0.159
reset pin,0,0.0,7,0.068,7,-0.068
leak fail,1,0.028,6,0.058,7,-0.030000000000000002
pin61,4,0.113,3,0.029,7,0.084
cy90f037jdspmc,0,0.0,7,0.068,7,-0.068
dap,3,0.085,4,0.039,7,0.046000000000000006
tvii,0,0.0,7,0.068,7,-0.068
excessive,3,0.085,4,0.039,7,0.046000000000000006
final,0,0.0,7,0.068,7,-0.068
esd failure,7,0.197,0,0.0,7,0.197
solder ball,0,0.0,7,0.068,7,-0.068
configuration,3,0.085,4,0.039,7,0.046000000000000006
synopex,3,0.085,4,0.039,7,0.046000000000000006
pin30,2,0.056,5,0.048,7,0.008
output failure,1,0.028,6,0.058,7,-0.030000000000000002
condition,1,0.028,6,0.058,7,-0.030000000000000002
dark current,1,0.028,6,0.058,7,-0.030000000000000002
porst pin,2,0.056,5,0.048,7,0.008
reproducible,0,0.0,7,0.068,7,-0.068
shang,5,0.141,2,0.019,7,0.12199999999999998
quanta,2,0.056,5,0.048,7,0.008
heavy industries,4,0.113,3,0.029,7,0.084
conditioner,4,0.113,3,0.029,7,0.084
several,1,0.028,6,0.058,7,-0.030000000000000002
s6bp202a1f,7,0.197,0,0.0,7,0.197
gnd abnormal,4,0.113,3,0.029,7,0.084
identified,3,0.085,4,0.039,7,0.046000000000000006
p40,2,0.056,5,0.048,7,0.008
automatic,3,0.085,4,0.039,7,0.046000000000000006
cp10065at etc,0,0.0,7,0.068,7,-0.068
input signal,0,0.0,7,0.068,7,-0.068
current anomaly,0,0.0,7,0.068,7,-0.068
rxd,2,0.056,5,0.048,7,0.008
foreign material,0,0.0,7,0.068,7,-0.068
y20,7,0.197,0,0.0,7,0.197
micom,1,0.028,6,0.058,7,-0.030000000000000002
panasonic ais,0,0.0,7,0.068,7,-0.068
cy91f552pmc1,0,0.0,7,0.068,7,-0.068
bootloader crc,0,0.0,7,0.068,7,-0.068
goworld,2,0.056,5,0.048,7,0.008
j16,5,0.141,2,0.019,7,0.12199999999999998
ohms,6,0.169,1,0.01,7,0.159
bosch sample,0,0.0,7,0.068,7,-0.068
reset issue,0,0.0,7,0.068,7,-0.068
cyclic,0,0.0,7,0.068,7,-0.068
internal power,7,0.197,0,0.0,7,0.197
current denso,0,0.0,7,0.068,7,-0.068
fct,1,0.028,6,0.058,7,-0.030000000000000002
connector,1,0.028,6,0.058,7,-0.030000000000000002
sensitive,4,0.113,3,0.029,7,0.084
programing failure,1,0.028,6,0.058,7,-0.030000000000000002
an08,2,0.056,5,0.048,7,0.008
erase fail,1,0.028,6,0.058,7,-0.030000000000000002
mb42a110pmc1,1,0.028,6,0.058,7,-0.030000000000000002
jinan report,4,0.113,3,0.029,7,0.084
vdd1,6,0.169,1,0.01,7,0.159
pin66,3,0.085,4,0.039,7,0.046000000000000006
behavior,1,0.028,6,0.058,7,-0.030000000000000002
an00,0,0.0,7,0.068,7,-0.068
dem,2,0.056,5,0.048,7,0.008
pin35,2,0.056,5,0.048,7,0.008
hai,5,0.141,2,0.019,7,0.12199999999999998
increased,3,0.085,4,0.039,7,0.046000000000000006
team good,0,0.0,7,0.068,7,-0.068
kommunikation,2,0.056,5,0.048,7,0.008
module failure,6,0.169,1,0.01,7,0.159
broken,1,0.028,6,0.058,7,-0.030000000000000002
marubun,0,0.0,7,0.068,7,-0.068
vssd short,7,0.197,0,0.0,7,0.197
filed,1,0.028,6,0.058,7,-0.030000000000000002
chip flash,3,0.085,4,0.039,7,0.046000000000000006
dnba,0,0.0,7,0.068,7,-0.068
cp8922ct,0,0.0,7,0.068,7,-0.068
poor,0,0.0,7,0.068,7,-0.068
pack,2,0.056,5,0.048,7,0.008
pull,2,0.056,5,0.048,7,0.008
panasonic industrial,2,0.056,5,0.048,7,0.008
ict test,3,0.085,4,0.039,7,0.046000000000000006
sda,3,0.085,4,0.039,7,0.046000000000000006
please see,1,0.028,6,0.058,7,-0.030000000000000002
full,0,0.0,7,0.068,7,-0.068
tvii mpu,0,0.0,7,0.068,7,-0.068
tc387qp,2,0.056,5,0.048,7,0.008
ic1401 defect,0,0.0,7,0.068,7,-0.068
adc failure,0,0.0,7,0.068,7,-0.068
industries,4,0.113,3,0.029,7,0.084
pin13,1,0.028,6,0.058,7,-0.030000000000000002
air conditioner,4,0.113,3,0.029,7,0.084
uncorrectable error,0,0.0,7,0.068,7,-0.068
cy91f594,5,0.141,2,0.019,7,0.12199999999999998
err,0,0.0,7,0.068,7,-0.068
pin100,6,0.169,1,0.01,7,0.159
an4,1,0.028,6,0.058,7,-0.030000000000000002
bench,4,0.113,3,0.029,7,0.084
pocket,0,0.0,7,0.068,7,-0.068
check fail,0,0.0,7,0.068,7,-0.068
pin9,6,0.169,1,0.01,7,0.159
changchun,0,0.0,7,0.068,7,-0.068
impedance anomaly,5,0.141,2,0.019,7,0.12199999999999998
hase,2,0.056,5,0.048,7,0.008
vdd3,6,0.169,1,0.01,7,0.159
muc,2,0.056,5,0.048,7,0.008
day,0,0.0,7,0.068,7,-0.068
pulled,3,0.085,4,0.039,7,0.046000000000000006
referenz,3,0.085,4,0.039,7,0.046000000000000006
burned,2,0.056,4,0.039,6,0.017
validation,1,0.028,5,0.048,6,-0.02
leakage current,2,0.056,4,0.039,6,0.017
plating,0,0.0,6,0.058,6,-0.058
high resistance,2,0.056,4,0.039,6,0.017
keine kommunikation,2,0.056,4,0.039,6,0.017
without load,0,0.0,6,0.058,6,-0.058
feldausfall projekt,6,0.169,0,0.0,6,0.169
use,3,0.085,3,0.029,6,0.05600000000000001
ota failed,5,0.141,1,0.01,6,0.13099999999999998
alm1,0,0.0,6,0.058,6,-0.058
vdd1vx abweichend,0,0.0,6,0.058,6,-0.058
aptiv,2,0.056,4,0.039,6,0.017
mb91f577bhspmc1,3,0.085,3,0.029,6,0.05600000000000001
gpio pin,1,0.028,5,0.048,6,-0.02
wit,1,0.028,5,0.048,6,-0.02
tck,4,0.113,2,0.019,6,0.094
pin71,3,0.085,3,0.029,6,0.05600000000000001
low current,1,0.028,5,0.048,6,-0.02
sector,0,0.0,6,0.058,6,-0.058
s6j3001ls,0,0.0,6,0.058,6,-0.058
core power,0,0.0,6,0.058,6,-0.058
pin1 short,5,0.141,1,0.01,6,0.13099999999999998
alterungsuntersuchung,0,0.0,6,0.058,6,-0.058
got,1,0.028,5,0.048,6,-0.02
gte,2,0.056,4,0.039,6,0.017
wheel,2,0.056,4,0.039,6,0.017
flickering,0,0.0,6,0.058,6,-0.058
phase,0,0.0,6,0.058,6,-0.058
failure pin,1,0.028,5,0.048,6,-0.02
vdd5 short,5,0.141,1,0.01,6,0.13099999999999998
gac,0,0.0,6,0.058,6,-0.058
cp10005at,0,0.0,6,0.058,6,-0.058
w14,1,0.028,5,0.048,6,-0.02
still,0,0.0,6,0.058,6,-0.058
von vdd1vx,0,0.0,6,0.058,6,-0.058
cy91f594 failed,5,0.141,1,0.01,6,0.13099999999999998
freilaufdioden,4,0.113,2,0.019,6,0.094
aisin seiki,0,0.0,6,0.058,6,-0.058
s6j300ylsmsc2000a,2,0.056,4,0.039,6,0.017
communication failed,0,0.0,6,0.058,6,-0.058
lebensdauerverbrauch,3,0.085,3,0.029,6,0.05600000000000001
g3x,6,0.169,0,0.0,6,0.169
can1,2,0.056,4,0.039,6,0.017
siix thai,3,0.085,3,0.029,6,0.05600000000000001
using,0,0.0,6,0.058,6,-0.058
pitch,6,0.169,0,0.0,6,0.169
bosch malaysia,0,0.0,6,0.058,6,-0.058
blank check,0,0.0,6,0.058,6,-0.058
t11,5,0.141,1,0.01,6,0.13099999999999998
communication issue,2,0.056,4,0.039,6,0.017
projekt,6,0.169,0,0.0,6,0.169
lose,3,0.085,3,0.029,6,0.05600000000000001
abnormal sleep,0,0.0,6,0.058,6,-0.058
tsc,0,0.0,6,0.058,6,-0.058
mobase,1,0.028,5,0.048,6,-0.02
delamination,0,0.0,6,0.058,6,-0.058
s6bp502a00sn2b000 need,1,0.028,5,0.048,6,-0.02
stops,0,0.0,6,0.058,6,-0.058
dnkr,2,0.056,4,0.039,6,0.017
uncorrectable errors,0,0.0,6,0.058,6,-0.058
flash read,2,0.056,4,0.039,6,0.017
juno nok,0,0.0,6,0.058,6,-0.058
triggered,0,0.0,6,0.058,6,-0.058
station,0,0.0,6,0.058,6,-0.058
single flash,0,0.0,6,0.058,6,-0.058
mcu communication,2,0.056,4,0.039,6,0.017
pin15,1,0.028,5,0.048,6,-0.02
electrical function,0,0.0,6,0.058,6,-0.058
analog input,0,0.0,6,0.058,6,-0.058
einen nmi,0,0.0,6,0.058,6,-0.058
vddpd,0,0.0,6,0.058,6,-0.058
internal hardware,0,0.0,6,0.058,6,-0.058
engine,0,0.0,6,0.058,6,-0.058
multi bit,0,0.0,6,0.058,6,-0.058
causing,1,0.028,5,0.048,6,-0.02
ict failure,1,0.028,5,0.048,6,-0.02
pulse,1,0.028,5,0.048,6,-0.02
pin8,2,0.056,4,0.039,6,0.017
total,1,0.028,5,0.048,6,-0.02
hkmc,2,0.056,4,0.039,6,0.017
thailand,0,0.0,6,0.058,6,-0.058
vevrsb,4,0.113,2,0.019,6,0.094
first,0,0.0,6,0.058,6,-0.058
abnormal operation,0,0.0,6,0.058,6,-0.058
ig512,0,0.0,6,0.058,6,-0.058
pin124,0,0.0,6,0.058,6,-0.058
pin56,2,0.056,4,0.039,6,0.017
program burning,0,0.0,6,0.058,6,-0.058
touch screen,2,0.056,4,0.039,6,0.017
available,2,0.056,4,0.039,6,0.017
pin95,3,0.085,3,0.029,6,0.05600000000000001
a2c,0,0.0,6,0.058,6,-0.058
pin27,3,0.085,3,0.029,6,0.05600000000000001
b01,0,0.0,6,0.058,6,-0.058
half,0,0.0,6,0.058,6,-0.058
sw33v fixed,3,0.085,3,0.029,6,0.05600000000000001
ig512 offset,0,0.0,6,0.058,6,-0.058
unlock,0,0.0,6,0.058,6,-0.058
times,0,0.0,6,0.058,6,-0.058
continuous,0,0.0,6,0.058,6,-0.058
counter,0,0.0,6,0.058,6,-0.058
working abnormally,3,0.085,3,0.029,6,0.05600000000000001
ecu using,0,0.0,6,0.058,6,-0.058
warranty return,3,0.085,3,0.029,6,0.05600000000000001
internally,5,0.141,1,0.01,6,0.13099999999999998
bandgap issue,0,0.0,6,0.058,6,-0.058
auf lebensdauerverbrauch,3,0.085,3,0.029,6,0.05600000000000001
mb90f,2,0.056,4,0.039,6,0.017
returns,0,0.0,6,0.058,6,-0.058
referenz conti,3,0.085,3,0.029,6,0.05600000000000001
phasen,4,0.113,2,0.019,6,0.094
current showed,4,0.113,2,0.019,6,0.094
claim,3,0.085,3,0.029,6,0.05600000000000001
igbts,6,0.169,0,0.0,6,0.169
part failed,2,0.056,4,0.039,6,0.017
pin impedance,3,0.085,3,0.029,6,0.05600000000000001
vcctx pin,1,0.028,5,0.048,6,-0.02
opty,5,0.141,1,0.01,6,0.13099999999999998
pin problems,0,0.0,6,0.058,6,-0.058
cy8,0,0.0,6,0.058,6,-0.058
stra hannover,6,0.169,0,0.0,6,0.169
cyclic resets,0,0.0,6,0.058,6,-0.058
phasen defekt,4,0.113,2,0.019,6,0.094
error code,0,0.0,6,0.058,6,-0.058
signature,1,0.028,5,0.048,6,-0.02
fix,2,0.056,4,0.039,6,0.017
running,1,0.028,5,0.048,6,-0.02
reques,0,0.0,6,0.058,6,-0.058
please refer,1,0.028,5,0.048,6,-0.02
reset signal,2,0.056,4,0.039,6,0.017
warped pin,0,0.0,6,0.058,6,-0.058
an24,1,0.028,5,0.048,6,-0.02
abnormal function,1,0.028,5,0.048,6,-0.02
magna,2,0.056,4,0.039,6,0.017
adc voltage,1,0.028,5,0.048,6,-0.02
properly,2,0.056,4,0.039,6,0.017
mcu booting,1,0.028,5,0.048,6,-0.02
permanent,0,0.0,6,0.058,6,-0.058
production failure,3,0.085,3,0.029,6,0.05600000000000001
short pin10,6,0.169,0,0.0,6,0.169
bdc,0,0.0,6,0.058,6,-0.058
acu,0,0.0,6,0.058,6,-0.058
s6j342aftbsv20000,5,0.141,1,0.01,6,0.13099999999999998
abno,2,0.056,4,0.039,6,0.017
marelli report,3,0.085,3,0.029,6,0.05600000000000001
pin53,6,0.169,0,0.0,6,0.169
pin135,0,0.0,6,0.058,6,-0.058
denso measures,0,0.0,6,0.058,6,-0.058
omron shanghai,0,0.0,6,0.058,6,-0.058
checksum,0,0.0,6,0.058,6,-0.058
stick,0,0.0,6,0.058,6,-0.058
hai visteon,5,0.141,1,0.01,6,0.13099999999999998
cpu0 lockstep,1,0.028,5,0.048,6,-0.02
switching,2,0.056,4,0.039,6,0.017
resistive,2,0.056,4,0.039,6,0.017
functioning,0,0.0,6,0.058,6,-0.058
messungen,0,0.0,6,0.058,6,-0.058
